hpi_type,frequency,level,place_name,place_id,yr,period,index_nsa
traditional,quarterly,State,Iowa,IA,2001,4,201.65
traditional,quarterly,State,Iowa,IA,2002,1,203.43
traditional,quarterly,State,Iowa,IA,2002,2,204.43
traditional,quarterly,State,Iowa,IA,2002,3,206.99
traditional,quarterly,State,Iowa,IA,2002,4,208.75
traditional,quarterly,State,Iowa,IA,2003,1,210.07
traditional,quarterly,State,Iowa,IA,2003,2,211.66
traditional,quarterly,State,Iowa,IA,2003,3,214.25
traditional,quarterly,State,Iowa,IA,2003,4,217.56
traditional,quarterly,State,Iowa,IA,2004,1,219.19
traditional,quarterly,State,Iowa,IA,2004,2,221.62
traditional,quarterly,State,Iowa,IA,2004,3,224.65
traditional,quarterly,State,Iowa,IA,2004,4,227.21
traditional,quarterly,State,Iowa,IA,2005,1,229.79
traditional,quarterly,State,Iowa,IA,2005,2,232.57
traditional,quarterly,State,Iowa,IA,2005,3,236.25
traditional,quarterly,State,Iowa,IA,2005,4,238.11
traditional,quarterly,State,Iowa,IA,2006,1,238.17
traditional,quarterly,State,Iowa,IA,2006,2,239.6
traditional,quarterly,State,Iowa,IA,2006,3,241.09
traditional,quarterly,State,Iowa,IA,2006,4,242.94
traditional,quarterly,State,Iowa,IA,2007,1,243.85
traditional,quarterly,State,Iowa,IA,2007,2,245.95
traditional,quarterly,State,Iowa,IA,2007,3,245.85
traditional,quarterly,State,Iowa,IA,2007,4,247.31
traditional,quarterly,State,Iowa,IA,2008,1,248.64
traditional,quarterly,State,Iowa,IA,2008,2,247.4
traditional,quarterly,State,Iowa,IA,2008,3,245.39
traditional,quarterly,State,Iowa,IA,2008,4,246.54
traditional,quarterly,State,Iowa,IA,2009,1,248.83
traditional,quarterly,State,Iowa,IA,2009,2,247.3
traditional,quarterly,State,Iowa,IA,2009,3,245.74
traditional,quarterly,State,Iowa,IA,2009,4,245.25
traditional,quarterly,State,Iowa,IA,2010,1,243.48
traditional,quarterly,State,Iowa,IA,2010,2,244.24
traditional,quarterly,State,Iowa,IA,2010,3,246.43
traditional,quarterly,State,Iowa,IA,2010,4,246.5
traditional,quarterly,State,Iowa,IA,2011,1,244.2
traditional,quarterly,State,Iowa,IA,2011,2,242.8
traditional,quarterly,State,Iowa,IA,2011,3,245.18
traditional,quarterly,State,Iowa,IA,2011,4,246.17
traditional,quarterly,State,Iowa,IA,2012,1,246.25
traditional,quarterly,State,Iowa,IA,2012,2,246.11
traditional,quarterly,State,Iowa,IA,2012,3,247.94
traditional,quarterly,State,Iowa,IA,2012,4,249.01
traditional,quarterly,State,Iowa,IA,2013,1,249.56
traditional,quarterly,State,Iowa,IA,2013,2,251.36
traditional,quarterly,State,Iowa,IA,2013,3,252.82
traditional,quarterly,State,Iowa,IA,2013,4,253.18
traditional,quarterly,State,Iowa,IA,2014,1,253.47
traditional,quarterly,State,Iowa,IA,2014,2,256.16
traditional,quarterly,State,Iowa,IA,2014,3,259.49
traditional,quarterly,State,Iowa,IA,2014,4,260.51
traditional,quarterly,State,Iowa,IA,2015,1,261.49
traditional,quarterly,State,Iowa,IA,2015,2,265.67
traditional,quarterly,State,Iowa,IA,2015,3,268.41
traditional,quarterly,State,Iowa,IA,2015,4,270.38
traditional,quarterly,State,Idaho,ID,1975,1,68.04
traditional,quarterly,State,Idaho,ID,1975,2,64.25
traditional,quarterly,State,Idaho,ID,1975,3,61.66
traditional,quarterly,State,Idaho,ID,1975,4,60.94
traditional,quarterly,State,Idaho,ID,1976,1,63.15
traditional,quarterly,State,Idaho,ID,1976,2,68.24
traditional,quarterly,State,Idaho,ID,1976,3,67.6
traditional,quarterly,State,Idaho,ID,1976,4,68.6
traditional,quarterly,State,Idaho,ID,1977,1,72.05
traditional,quarterly,State,Idaho,ID,1977,2,72.92
traditional,quarterly,State,Idaho,ID,1977,3,77.56
traditional,quarterly,State,Idaho,ID,1977,4,82.43
traditional,quarterly,State,Idaho,ID,1978,1,86.41
traditional,quarterly,State,Idaho,ID,1978,2,87.83
traditional,quarterly,State,Idaho,ID,1978,3,90.25
traditional,quarterly,State,Idaho,ID,1978,4,89.24
traditional,quarterly,State,Idaho,ID,1979,1,95.5
traditional,quarterly,State,Idaho,ID,1979,2,92.49
traditional,quarterly,State,Idaho,ID,1979,3,96.19
traditional,quarterly,State,Idaho,ID,1979,4,98.87
traditional,quarterly,State,Idaho,ID,1980,1,100
traditional,quarterly,State,Idaho,ID,1980,2,98.34
traditional,quarterly,State,Idaho,ID,1980,3,103.35
traditional,quarterly,State,Idaho,ID,1980,4,99.55
traditional,quarterly,State,Idaho,ID,1981,1,110.52
traditional,quarterly,State,Idaho,ID,1981,2,99.74
traditional,quarterly,State,Idaho,ID,1981,3,99.54
traditional,quarterly,State,Idaho,ID,1981,4,115.71
traditional,quarterly,State,Idaho,ID,1982,1,97.23
traditional,quarterly,State,Idaho,ID,1982,2,107.73
traditional,quarterly,State,Idaho,ID,1982,3,101.95
traditional,quarterly,State,Idaho,ID,1982,4,108.22
traditional,quarterly,State,Idaho,ID,1983,1,109.29
traditional,quarterly,State,Idaho,ID,1983,2,104.66
traditional,quarterly,State,Idaho,ID,1983,3,104.64
traditional,quarterly,State,Idaho,ID,1983,4,105.58
traditional,quarterly,State,Idaho,ID,1984,1,107.09
traditional,quarterly,State,Idaho,ID,1984,2,106.38
traditional,quarterly,State,Idaho,ID,1984,3,108.64
traditional,quarterly,State,Idaho,ID,1984,4,110.96
traditional,quarterly,State,Idaho,ID,1985,1,106.66
traditional,quarterly,State,Idaho,ID,1985,2,112.12
traditional,quarterly,State,Idaho,ID,1985,3,112.7
traditional,quarterly,State,Idaho,ID,1985,4,110.23
traditional,quarterly,State,Idaho,ID,1986,1,112.15
traditional,quarterly,State,Idaho,ID,1986,2,111.07
traditional,quarterly,State,Idaho,ID,1986,3,112.3
traditional,quarterly,State,Idaho,ID,1986,4,112.59
traditional,quarterly,State,Idaho,ID,1987,1,113.58
traditional,quarterly,State,Idaho,ID,1987,2,112.09
traditional,quarterly,State,Idaho,ID,1987,3,108.27
traditional,quarterly,State,Idaho,ID,1987,4,108.11
traditional,quarterly,State,Idaho,ID,1988,1,111.04
traditional,quarterly,State,Idaho,ID,1988,2,111.6
traditional,quarterly,State,Idaho,ID,1988,3,109.71
traditional,quarterly,State,Idaho,ID,1988,4,109.48
traditional,quarterly,State,Idaho,ID,1989,1,113.82
traditional,quarterly,State,Idaho,ID,1989,2,113.8
traditional,quarterly,State,Idaho,ID,1989,3,115.28
traditional,quarterly,State,Idaho,ID,1989,4,116.14
traditional,quarterly,State,Idaho,ID,1990,1,118.48
traditional,quarterly,State,Idaho,ID,1990,2,122.86
traditional,quarterly,State,Idaho,ID,1990,3,125.5
traditional,quarterly,State,Idaho,ID,1990,4,124.78
traditional,quarterly,State,Idaho,ID,1991,1,127.81
traditional,quarterly,State,Idaho,ID,1991,2,128.14
traditional,quarterly,State,Idaho,ID,1991,3,131.27
traditional,quarterly,State,Idaho,ID,1991,4,134.27
traditional,quarterly,State,Idaho,ID,1992,1,135.74
traditional,quarterly,State,Idaho,ID,1992,2,137.14
traditional,quarterly,State,Idaho,ID,1992,3,140.06
traditional,quarterly,State,Idaho,ID,1992,4,144.03
traditional,quarterly,State,Idaho,ID,1993,1,145.35
traditional,quarterly,State,Idaho,ID,1993,2,149.83
traditional,quarterly,State,Idaho,ID,1993,3,154
traditional,quarterly,State,Idaho,ID,1993,4,157.02
traditional,quarterly,State,Idaho,ID,1994,1,157.84
traditional,quarterly,State,Idaho,ID,1994,2,163.87
traditional,quarterly,State,Idaho,ID,1994,3,165.65
traditional,quarterly,State,Idaho,ID,1994,4,167.11
traditional,quarterly,State,Idaho,ID,1995,1,167.27
traditional,quarterly,State,Idaho,ID,1995,2,171.66
traditional,quarterly,State,Idaho,ID,1995,3,174.84
traditional,quarterly,State,Idaho,ID,1995,4,176.33
traditional,quarterly,State,Idaho,ID,1996,1,179.03
traditional,quarterly,State,Idaho,ID,1996,2,177.43
traditional,quarterly,State,Idaho,ID,1996,3,177.97
traditional,quarterly,State,Idaho,ID,1996,4,179.24
traditional,quarterly,State,Idaho,ID,1997,1,180.86
traditional,quarterly,State,Idaho,ID,1997,2,181.55
traditional,quarterly,State,Idaho,ID,1997,3,184.29
traditional,quarterly,State,Idaho,ID,1997,4,186.5
traditional,quarterly,State,Idaho,ID,1998,1,188.7
traditional,quarterly,State,Idaho,ID,1998,2,189.38
traditional,quarterly,State,Idaho,ID,1998,3,190.41
traditional,quarterly,State,Idaho,ID,1998,4,191.6
traditional,quarterly,State,Idaho,ID,1999,1,193.67
traditional,quarterly,State,Idaho,ID,1999,2,194.48
traditional,quarterly,State,Idaho,ID,1999,3,192.94
traditional,quarterly,State,Idaho,ID,1999,4,192.79
traditional,quarterly,State,Idaho,ID,2000,1,195.24
traditional,quarterly,State,Idaho,ID,2000,2,195.36
traditional,quarterly,State,Idaho,ID,2000,3,197.19
traditional,quarterly,State,Idaho,ID,2000,4,199.43
traditional,quarterly,State,Idaho,ID,2001,1,204.25
traditional,quarterly,State,Idaho,ID,2001,2,206.61
traditional,quarterly,State,Idaho,ID,2001,3,207.77
traditional,quarterly,State,Idaho,ID,2001,4,210.16
traditional,quarterly,State,Idaho,ID,2002,1,210.48
traditional,quarterly,State,Idaho,ID,2002,2,211.59
traditional,quarterly,State,Idaho,ID,2002,3,214.9
traditional,quarterly,State,Idaho,ID,2002,4,216.95
traditional,quarterly,State,Idaho,ID,2003,1,219.06
traditional,quarterly,State,Idaho,ID,2003,2,220.74
traditional,quarterly,State,Idaho,ID,2003,3,222.76
traditional,quarterly,State,Idaho,ID,2003,4,225.88
traditional,quarterly,State,Idaho,ID,2004,1,228.42
traditional,quarterly,State,Idaho,ID,2004,2,234.39
traditional,quarterly,State,Idaho,ID,2004,3,242.16
traditional,quarterly,State,Idaho,ID,2004,4,248.39
traditional,quarterly,State,Idaho,ID,2005,1,254.68
traditional,quarterly,State,Idaho,ID,2005,2,265.87
traditional,quarterly,State,Idaho,ID,2005,3,281.94
traditional,quarterly,State,Idaho,ID,2005,4,294.7
traditional,quarterly,State,Idaho,ID,2006,1,305.3
traditional,quarterly,State,Idaho,ID,2006,2,316.83
traditional,quarterly,State,Idaho,ID,2006,3,325.67
traditional,quarterly,State,Idaho,ID,2006,4,333.55
traditional,quarterly,State,Idaho,ID,2007,1,338.43
traditional,quarterly,State,Idaho,ID,2007,2,338.75
traditional,quarterly,State,Idaho,ID,2007,3,339.16
traditional,quarterly,State,Idaho,ID,2007,4,339.45
traditional,quarterly,State,Idaho,ID,2008,1,340.7
traditional,quarterly,State,Idaho,ID,2008,2,332.81
traditional,quarterly,State,Idaho,ID,2008,3,323.23
traditional,quarterly,State,Idaho,ID,2008,4,323.48
traditional,quarterly,State,Idaho,ID,2009,1,324.55
traditional,quarterly,State,Idaho,ID,2009,2,313.33
traditional,quarterly,State,Idaho,ID,2009,3,299.3
traditional,quarterly,State,Idaho,ID,2009,4,293.98
traditional,quarterly,State,Idaho,ID,2010,1,284.3
traditional,quarterly,State,Idaho,ID,2010,2,279.83
traditional,quarterly,State,Idaho,ID,2010,3,279.43
traditional,quarterly,State,Idaho,ID,2010,4,272.44
traditional,quarterly,State,Idaho,ID,2011,1,257.82
traditional,quarterly,State,Idaho,ID,2011,2,248.19
traditional,quarterly,State,Idaho,ID,2011,3,253.34
traditional,quarterly,State,Idaho,ID,2011,4,257.81
traditional,quarterly,State,Idaho,ID,2012,1,255.94
traditional,quarterly,State,Idaho,ID,2012,2,253.37
traditional,quarterly,State,Idaho,ID,2012,3,258.7
traditional,quarterly,State,Idaho,ID,2012,4,263.29
traditional,quarterly,State,Idaho,ID,2013,1,265.83
traditional,quarterly,State,Idaho,ID,2013,2,268.62
traditional,quarterly,State,Idaho,ID,2013,3,276.13
traditional,quarterly,State,Idaho,ID,2013,4,278.56
traditional,quarterly,State,Idaho,ID,2014,1,283.37
traditional,quarterly,State,Idaho,ID,2014,2,288.22
traditional,quarterly,State,Idaho,ID,2014,3,291.73
traditional,quarterly,State,Idaho,ID,2014,4,294.94
traditional,quarterly,State,Idaho,ID,2015,1,300.26
traditional,quarterly,State,Idaho,ID,2015,2,305
traditional,quarterly,State,Idaho,ID,2015,3,311.6
traditional,quarterly,State,Idaho,ID,2015,4,318.23
traditional,quarterly,State,Illinois,IL,1975,1,66.5
traditional,quarterly,State,Illinois,IL,1975,2,62.83
traditional,quarterly,State,Illinois,IL,1975,3,64.14
traditional,quarterly,State,Illinois,IL,1975,4,67.26
traditional,quarterly,State,Illinois,IL,1976,1,67.51
traditional,quarterly,State,Illinois,IL,1976,2,70.15
traditional,quarterly,State,Illinois,IL,1976,3,73.5
traditional,quarterly,State,Illinois,IL,1976,4,73.57
traditional,quarterly,State,Illinois,IL,1977,1,80.37
traditional,quarterly,State,Illinois,IL,1977,2,83.75
traditional,quarterly,State,Illinois,IL,1977,3,83
traditional,quarterly,State,Illinois,IL,1977,4,88.98
traditional,quarterly,State,Illinois,IL,1978,1,90.74
traditional,quarterly,State,Illinois,IL,1978,2,97.9
traditional,quarterly,State,Illinois,IL,1978,3,99.46
traditional,quarterly,State,Illinois,IL,1978,4,101.87
traditional,quarterly,State,Illinois,IL,1979,1,97.24
traditional,quarterly,State,Illinois,IL,1979,2,101.79
traditional,quarterly,State,Illinois,IL,1979,3,100.41
traditional,quarterly,State,Illinois,IL,1979,4,100.15
traditional,quarterly,State,Illinois,IL,1980,1,100
traditional,quarterly,State,Illinois,IL,1980,2,100.42
traditional,quarterly,State,Illinois,IL,1980,3,101.95
traditional,quarterly,State,Illinois,IL,1980,4,99.76
traditional,quarterly,State,Illinois,IL,1981,1,101.28
traditional,quarterly,State,Illinois,IL,1981,2,107.14
traditional,quarterly,State,Illinois,IL,1981,3,105.97
traditional,quarterly,State,Illinois,IL,1981,4,108.54
traditional,quarterly,State,Illinois,IL,1982,1,104.16
traditional,quarterly,State,Illinois,IL,1982,2,103.21
traditional,quarterly,State,Illinois,IL,1982,3,99.61
traditional,quarterly,State,Illinois,IL,1982,4,101.53
traditional,quarterly,State,Illinois,IL,1983,1,102.34
traditional,quarterly,State,Illinois,IL,1983,2,104.93
traditional,quarterly,State,Illinois,IL,1983,3,106
traditional,quarterly,State,Illinois,IL,1983,4,107.46
traditional,quarterly,State,Illinois,IL,1984,1,107.9
traditional,quarterly,State,Illinois,IL,1984,2,110.48
traditional,quarterly,State,Illinois,IL,1984,3,111.22
traditional,quarterly,State,Illinois,IL,1984,4,112.87
traditional,quarterly,State,Illinois,IL,1985,1,113.7
traditional,quarterly,State,Illinois,IL,1985,2,115.06
traditional,quarterly,State,Illinois,IL,1985,3,116.44
traditional,quarterly,State,Illinois,IL,1985,4,118.39
traditional,quarterly,State,Illinois,IL,1986,1,120.09
traditional,quarterly,State,Illinois,IL,1986,2,122.73
traditional,quarterly,State,Illinois,IL,1986,3,125.52
traditional,quarterly,State,Illinois,IL,1986,4,128.5
traditional,quarterly,State,Illinois,IL,1987,1,130.89
traditional,quarterly,State,Illinois,IL,1987,2,135.58
traditional,quarterly,State,Illinois,IL,1987,3,138.73
traditional,quarterly,State,Illinois,IL,1987,4,140.78
traditional,quarterly,State,Illinois,IL,1988,1,143.67
traditional,quarterly,State,Illinois,IL,1988,2,148.27
traditional,quarterly,State,Illinois,IL,1988,3,151.59
traditional,quarterly,State,Illinois,IL,1988,4,152.93
traditional,quarterly,State,Illinois,IL,1989,1,155.83
traditional,quarterly,State,Illinois,IL,1989,2,158.84
traditional,quarterly,State,Illinois,IL,1989,3,162.48
traditional,quarterly,State,Illinois,IL,1989,4,164.44
traditional,quarterly,State,Illinois,IL,1990,1,166.2
traditional,quarterly,State,Illinois,IL,1990,2,168.03
traditional,quarterly,State,Illinois,IL,1990,3,170.04
traditional,quarterly,State,Illinois,IL,1990,4,170.54
traditional,quarterly,State,Illinois,IL,1991,1,172.59
traditional,quarterly,State,Illinois,IL,1991,2,174.38
traditional,quarterly,State,Illinois,IL,1991,3,175.61
traditional,quarterly,State,Illinois,IL,1991,4,178.03
traditional,quarterly,State,Illinois,IL,1992,1,179.24
traditional,quarterly,State,Illinois,IL,1992,2,180.82
traditional,quarterly,State,Illinois,IL,1992,3,182.5
traditional,quarterly,State,Illinois,IL,1992,4,184.18
traditional,quarterly,State,Illinois,IL,1993,1,185.29
traditional,quarterly,State,Illinois,IL,1993,2,186.96
traditional,quarterly,State,Illinois,IL,1993,3,188.9
traditional,quarterly,State,Illinois,IL,1993,4,190.58
traditional,quarterly,State,Illinois,IL,1994,1,193.26
traditional,quarterly,State,Illinois,IL,1994,2,196.01
traditional,quarterly,State,Illinois,IL,1994,3,197.78
traditional,quarterly,State,Illinois,IL,1994,4,197.99
traditional,quarterly,State,Illinois,IL,1995,1,200.04
traditional,quarterly,State,Illinois,IL,1995,2,202.89
traditional,quarterly,State,Illinois,IL,1995,3,205.34
traditional,quarterly,State,Illinois,IL,1995,4,207.2
traditional,quarterly,State,Illinois,IL,1996,1,209.48
traditional,quarterly,State,Illinois,IL,1996,2,210.17
traditional,quarterly,State,Illinois,IL,1996,3,211.18
traditional,quarterly,State,Illinois,IL,1996,4,213.16
traditional,quarterly,State,Illinois,IL,1997,1,214.61
traditional,quarterly,State,Illinois,IL,1997,2,216.15
traditional,quarterly,State,Illinois,IL,1997,3,218.37
traditional,quarterly,State,Illinois,IL,1997,4,220.39
traditional,quarterly,State,Illinois,IL,1998,1,222.27
traditional,quarterly,State,Illinois,IL,1998,2,223.2
traditional,quarterly,State,Illinois,IL,1998,3,225.33
traditional,quarterly,State,Illinois,IL,1998,4,227.01
traditional,quarterly,State,Illinois,IL,1999,1,229.05
traditional,quarterly,State,Illinois,IL,1999,2,231.81
traditional,quarterly,State,Illinois,IL,1999,3,235.12
traditional,quarterly,State,Illinois,IL,1999,4,237.51
traditional,quarterly,State,Illinois,IL,2000,1,242.24
traditional,quarterly,State,Illinois,IL,2000,2,246.42
traditional,quarterly,State,Illinois,IL,2000,3,250.47
traditional,quarterly,State,Illinois,IL,2000,4,253.3
traditional,quarterly,State,Illinois,IL,2001,1,256.58
traditional,quarterly,State,Illinois,IL,2001,2,261.04
traditional,quarterly,State,Illinois,IL,2001,3,265.86
traditional,quarterly,State,Illinois,IL,2001,4,268.35
traditional,quarterly,State,Illinois,IL,2002,1,273.01
traditional,quarterly,State,Illinois,IL,2002,2,277.83
traditional,quarterly,State,Illinois,IL,2002,3,281.41
traditional,quarterly,State,Illinois,IL,2002,4,284.61
traditional,quarterly,State,Illinois,IL,2003,1,287.6
traditional,quarterly,State,Illinois,IL,2003,2,290.49
traditional,quarterly,State,Illinois,IL,2003,3,294.56
traditional,quarterly,State,Illinois,IL,2003,4,303.8
traditional,quarterly,State,Illinois,IL,2004,1,307.08
traditional,quarterly,State,Illinois,IL,2004,2,314.07
traditional,quarterly,State,Illinois,IL,2004,3,324.49
traditional,quarterly,State,Illinois,IL,2004,4,329.09
traditional,quarterly,State,Illinois,IL,2005,1,335.88
traditional,quarterly,State,Illinois,IL,2005,2,343.75
traditional,quarterly,State,Illinois,IL,2005,3,350.76
traditional,quarterly,State,Illinois,IL,2005,4,357.17
traditional,quarterly,State,Illinois,IL,2006,1,361.95
traditional,quarterly,State,Illinois,IL,2006,2,364.72
traditional,quarterly,State,Illinois,IL,2006,3,367.56
traditional,quarterly,State,Illinois,IL,2006,4,371.56
traditional,quarterly,State,Illinois,IL,2007,1,373.83
traditional,quarterly,State,Illinois,IL,2007,2,372.56
traditional,quarterly,State,Illinois,IL,2007,3,369.72
traditional,quarterly,State,Illinois,IL,2007,4,370.93
traditional,quarterly,State,Illinois,IL,2008,1,369.55
traditional,quarterly,State,Illinois,IL,2008,2,362.21
traditional,quarterly,State,Illinois,IL,2008,3,350.35
traditional,quarterly,State,Illinois,IL,2008,4,349.27
traditional,quarterly,State,Illinois,IL,2009,1,347.92
traditional,quarterly,State,Illinois,IL,2009,2,337.98
traditional,quarterly,State,Illinois,IL,2009,3,327.11
traditional,quarterly,State,Illinois,IL,2009,4,324.16
traditional,quarterly,State,Illinois,IL,2010,1,318.93
traditional,quarterly,State,Illinois,IL,2010,2,315.35
traditional,quarterly,State,Illinois,IL,2010,3,318.66
traditional,quarterly,State,Illinois,IL,2010,4,316.6
traditional,quarterly,State,Illinois,IL,2011,1,305.79
traditional,quarterly,State,Illinois,IL,2011,2,299.98
traditional,quarterly,State,Illinois,IL,2011,3,302.15
traditional,quarterly,State,Illinois,IL,2011,4,302.12
traditional,quarterly,State,Illinois,IL,2012,1,298.48
traditional,quarterly,State,Illinois,IL,2012,2,295.08
traditional,quarterly,State,Illinois,IL,2012,3,298.1
traditional,quarterly,State,Illinois,IL,2012,4,298.33
traditional,quarterly,State,Illinois,IL,2013,1,296.62
traditional,quarterly,State,Illinois,IL,2013,2,298.54
traditional,quarterly,State,Illinois,IL,2013,3,300.05
traditional,quarterly,State,Illinois,IL,2013,4,302.18
traditional,quarterly,State,Illinois,IL,2014,1,303.16
traditional,quarterly,State,Illinois,IL,2014,2,308.77
traditional,quarterly,State,Illinois,IL,2014,3,313.44
traditional,quarterly,State,Illinois,IL,2014,4,314.95
traditional,quarterly,State,Illinois,IL,2015,1,317.32
traditional,quarterly,State,Illinois,IL,2015,2,320.81
traditional,quarterly,State,Illinois,IL,2015,3,324.16
traditional,quarterly,State,Illinois,IL,2015,4,325.66
traditional,quarterly,State,Indiana,IN,1975,1,64.01
traditional,quarterly,State,Indiana,IN,1975,2,61.2
traditional,quarterly,State,Indiana,IN,1975,3,63.24
traditional,quarterly,State,Indiana,IN,1975,4,63.15
traditional,quarterly,State,Indiana,IN,1976,1,61.58
traditional,quarterly,State,Indiana,IN,1976,2,65.97
traditional,quarterly,State,Indiana,IN,1976,3,65.95
traditional,quarterly,State,Indiana,IN,1976,4,70.36
traditional,quarterly,State,Indiana,IN,1977,1,70.76
traditional,quarterly,State,Indiana,IN,1977,2,71.58
traditional,quarterly,State,Indiana,IN,1977,3,73.88
traditional,quarterly,State,Indiana,IN,1977,4,78.21
traditional,quarterly,State,Indiana,IN,1978,1,81.4
traditional,quarterly,State,Indiana,IN,1978,2,84.31
traditional,quarterly,State,Indiana,IN,1978,3,87.8
traditional,quarterly,State,Indiana,IN,1978,4,89.6
traditional,quarterly,State,Indiana,IN,1979,1,93.86
traditional,quarterly,State,Indiana,IN,1979,2,96.76
traditional,quarterly,State,Indiana,IN,1979,3,98.04
traditional,quarterly,State,Indiana,IN,1979,4,98.27
traditional,quarterly,State,Indiana,IN,1980,1,100
traditional,quarterly,State,Indiana,IN,1980,2,98.82
traditional,quarterly,State,Indiana,IN,1980,3,102.28
traditional,quarterly,State,Indiana,IN,1980,4,101.2
traditional,quarterly,State,Indiana,IN,1981,1,104.37
traditional,quarterly,State,Indiana,IN,1981,2,102.95
traditional,quarterly,State,Indiana,IN,1981,3,105.23
traditional,quarterly,State,Indiana,IN,1981,4,107.06
traditional,quarterly,State,Indiana,IN,1982,1,104.66
traditional,quarterly,State,Indiana,IN,1982,2,104.35
traditional,quarterly,State,Indiana,IN,1982,3,102.16
traditional,quarterly,State,Indiana,IN,1982,4,104.58
traditional,quarterly,State,Indiana,IN,1983,1,106.34
traditional,quarterly,State,Indiana,IN,1983,2,106.37
traditional,quarterly,State,Indiana,IN,1983,3,105.9
traditional,quarterly,State,Indiana,IN,1983,4,105.22
traditional,quarterly,State,Indiana,IN,1984,1,105.36
traditional,quarterly,State,Indiana,IN,1984,2,107.83
traditional,quarterly,State,Indiana,IN,1984,3,106.83
traditional,quarterly,State,Indiana,IN,1984,4,109.04
traditional,quarterly,State,Indiana,IN,1985,1,109.65
traditional,quarterly,State,Indiana,IN,1985,2,111.22
traditional,quarterly,State,Indiana,IN,1985,3,111.95
traditional,quarterly,State,Indiana,IN,1985,4,113.57
traditional,quarterly,State,Indiana,IN,1986,1,114.9
traditional,quarterly,State,Indiana,IN,1986,2,116.9
traditional,quarterly,State,Indiana,IN,1986,3,118.63
traditional,quarterly,State,Indiana,IN,1986,4,120.11
traditional,quarterly,State,Indiana,IN,1987,1,121.95
traditional,quarterly,State,Indiana,IN,1987,2,123.29
traditional,quarterly,State,Indiana,IN,1987,3,124.9
traditional,quarterly,State,Indiana,IN,1987,4,125.18
traditional,quarterly,State,Indiana,IN,1988,1,127.79
traditional,quarterly,State,Indiana,IN,1988,2,129.7
traditional,quarterly,State,Indiana,IN,1988,3,130.24
traditional,quarterly,State,Indiana,IN,1988,4,131.62
traditional,quarterly,State,Indiana,IN,1989,1,132.77
traditional,quarterly,State,Indiana,IN,1989,2,134.63
traditional,quarterly,State,Indiana,IN,1989,3,136.86
traditional,quarterly,State,Indiana,IN,1989,4,137.28
traditional,quarterly,State,Indiana,IN,1990,1,138.32
traditional,quarterly,State,Indiana,IN,1990,2,139.63
traditional,quarterly,State,Indiana,IN,1990,3,140.91
traditional,quarterly,State,Indiana,IN,1990,4,141.42
traditional,quarterly,State,Indiana,IN,1991,1,143.63
traditional,quarterly,State,Indiana,IN,1991,2,144.85
traditional,quarterly,State,Indiana,IN,1991,3,145.93
traditional,quarterly,State,Indiana,IN,1991,4,148.03
traditional,quarterly,State,Indiana,IN,1992,1,149.28
traditional,quarterly,State,Indiana,IN,1992,2,150.68
traditional,quarterly,State,Indiana,IN,1992,3,152.98
traditional,quarterly,State,Indiana,IN,1992,4,153.82
traditional,quarterly,State,Indiana,IN,1993,1,154.85
traditional,quarterly,State,Indiana,IN,1993,2,156.35
traditional,quarterly,State,Indiana,IN,1993,3,158.23
traditional,quarterly,State,Indiana,IN,1993,4,159.74
traditional,quarterly,State,Indiana,IN,1994,1,161.47
traditional,quarterly,State,Indiana,IN,1994,2,163.86
traditional,quarterly,State,Indiana,IN,1994,3,165.79
traditional,quarterly,State,Indiana,IN,1994,4,165.9
traditional,quarterly,State,Indiana,IN,1995,1,168.14
traditional,quarterly,State,Indiana,IN,1995,2,171.09
traditional,quarterly,State,Indiana,IN,1995,3,174.09
traditional,quarterly,State,Indiana,IN,1995,4,176.12
traditional,quarterly,State,Indiana,IN,1996,1,178.27
traditional,quarterly,State,Indiana,IN,1996,2,179.98
traditional,quarterly,State,Indiana,IN,1996,3,181.39
traditional,quarterly,State,Indiana,IN,1996,4,183.75
traditional,quarterly,State,Indiana,IN,1997,1,185.11
traditional,quarterly,State,Indiana,IN,1997,2,187.02
traditional,quarterly,State,Indiana,IN,1997,3,189.73
traditional,quarterly,State,Indiana,IN,1997,4,192.15
traditional,quarterly,State,Indiana,IN,1998,1,193.96
traditional,quarterly,State,Indiana,IN,1998,2,195.62
traditional,quarterly,State,Indiana,IN,1998,3,197.91
traditional,quarterly,State,Indiana,IN,1998,4,199.62
traditional,quarterly,State,Indiana,IN,1999,1,201.46
traditional,quarterly,State,Indiana,IN,1999,2,202.5
traditional,quarterly,State,Indiana,IN,1999,3,203.6
traditional,quarterly,State,Indiana,IN,1999,4,204.68
traditional,quarterly,State,Indiana,IN,2000,1,206.23
traditional,quarterly,State,Indiana,IN,2000,2,207.98
traditional,quarterly,State,Indiana,IN,2000,3,210.89
traditional,quarterly,State,Indiana,IN,2000,4,212.76
traditional,quarterly,State,Indiana,IN,2001,1,217.26
traditional,quarterly,State,Indiana,IN,2001,2,219.02
traditional,quarterly,State,Indiana,IN,2001,3,220.52
traditional,quarterly,State,Indiana,IN,2001,4,222.53
traditional,quarterly,State,Indiana,IN,2002,1,224.19
traditional,quarterly,State,Indiana,IN,2002,2,224.82
traditional,quarterly,State,Indiana,IN,2002,3,227.3
traditional,quarterly,State,Indiana,IN,2002,4,228.31
traditional,quarterly,State,Indiana,IN,2003,1,230.17
traditional,quarterly,State,Indiana,IN,2003,2,231.31
