hpi_type,frequency,level,place_name,place_id,yr,period,index_nsa,,
traditional,quarterly,State,Michigan,MI,1994,2,169.95,,
traditional,quarterly,State,Michigan,MI,1994,3,173.27,,
traditional,quarterly,State,Michigan,MI,1994,4,175.49,,
traditional,quarterly,State,Michigan,MI,1995,1,178.6,,
traditional,quarterly,State,Michigan,MI,1995,2,182.09,,
traditional,quarterly,State,Michigan,MI,1995,3,185.37,,
traditional,quarterly,State,Michigan,MI,1995,4,188.47,,
traditional,quarterly,State,Michigan,MI,1996,1,191.16,,
traditional,quarterly,State,Michigan,MI,1996,2,196.5,,
traditional,quarterly,State,Michigan,MI,1996,3,201.06,,
traditional,quarterly,State,Michigan,MI,1996,4,203.67,,
traditional,quarterly,State,Michigan,MI,1997,1,207.21,,
traditional,quarterly,State,Michigan,MI,1997,2,211.64,,
traditional,quarterly,State,Michigan,MI,1997,3,215.36,,
traditional,quarterly,State,Michigan,MI,1997,4,218.38,,
traditional,quarterly,State,Michigan,MI,1998,1,220.9,,
traditional,quarterly,State,Michigan,MI,1998,2,225.08,,
traditional,quarterly,State,Michigan,MI,1998,3,228.81,,
traditional,quarterly,State,Michigan,MI,1998,4,230.94,,
traditional,quarterly,State,Michigan,MI,1999,1,234.64,,
traditional,quarterly,State,Michigan,MI,1999,2,239.71,,
traditional,quarterly,State,Michigan,MI,1999,3,244.56,,
traditional,quarterly,State,Michigan,MI,1999,4,247.59,,
traditional,quarterly,State,Michigan,MI,2000,1,253.23,,
traditional,quarterly,State,Michigan,MI,2000,2,256.78,,
traditional,quarterly,State,Michigan,MI,2000,3,261.33,,
traditional,quarterly,State,Michigan,MI,2000,4,265.09,,
traditional,quarterly,State,Michigan,MI,2001,1,269.26,,
traditional,quarterly,State,Michigan,MI,2001,2,272.73,,
traditional,quarterly,State,Michigan,MI,2001,3,276.32,,
traditional,quarterly,State,Michigan,MI,2001,4,278.61,,
traditional,quarterly,State,Michigan,MI,2002,1,282.05,,
traditional,quarterly,State,Michigan,MI,2002,2,285.19,,
traditional,quarterly,State,Michigan,MI,2002,3,287.83,,
traditional,quarterly,State,Michigan,MI,2002,4,289.66,,
traditional,quarterly,State,Michigan,MI,2003,1,291.86,,
traditional,quarterly,State,Michigan,MI,2003,2,294.11,,
traditional,quarterly,State,Michigan,MI,2003,3,296.7,,
traditional,quarterly,State,Michigan,MI,2003,4,301,,
traditional,quarterly,State,Michigan,MI,2004,1,303.03,,
traditional,quarterly,State,Michigan,MI,2004,2,305.13,,
traditional,quarterly,State,Michigan,MI,2004,3,309.39,,
traditional,quarterly,State,Michigan,MI,2004,4,312.72,,
traditional,quarterly,State,Michigan,MI,2005,1,315.38,,
traditional,quarterly,State,Michigan,MI,2005,2,317.08,,
traditional,quarterly,State,Michigan,MI,2005,3,319.83,,
traditional,quarterly,State,Michigan,MI,2005,4,319.03,,
traditional,quarterly,State,Michigan,MI,2006,1,317.87,,
traditional,quarterly,State,Michigan,MI,2006,2,312.61,,
traditional,quarterly,State,Michigan,MI,2006,3,310.28,,
traditional,quarterly,State,Michigan,MI,2006,4,311.82,,
traditional,quarterly,State,Michigan,MI,2007,1,309.38,,
traditional,quarterly,State,Michigan,MI,2007,2,303.92,,
traditional,quarterly,State,Michigan,MI,2007,3,294.32,,
traditional,quarterly,State,Michigan,MI,2007,4,293.48,,
traditional,quarterly,State,Michigan,MI,2008,1,292.7,,
traditional,quarterly,State,Michigan,MI,2008,2,281,,
traditional,quarterly,State,Michigan,MI,2008,3,269.69,,
traditional,quarterly,State,Michigan,MI,2008,4,267.04,,
traditional,quarterly,State,Michigan,MI,2009,1,272.47,,
traditional,quarterly,State,Michigan,MI,2009,2,261.78,,
traditional,quarterly,State,Michigan,MI,2009,3,250.12,,
traditional,quarterly,State,Michigan,MI,2009,4,245.72,,
traditional,quarterly,State,Michigan,MI,2010,1,240.94,,
traditional,quarterly,State,Michigan,MI,2010,2,237.27,,
traditional,quarterly,State,Michigan,MI,2010,3,241.24,,
traditional,quarterly,State,Michigan,MI,2010,4,240.75,,
traditional,quarterly,State,Michigan,MI,2011,1,231.02,,
traditional,quarterly,State,Michigan,MI,2011,2,227.29,,
traditional,quarterly,State,Michigan,MI,2011,3,231.97,,
traditional,quarterly,State,Michigan,MI,2011,4,233.86,,
traditional,quarterly,State,Michigan,MI,2012,1,229.4,,
traditional,quarterly,State,Michigan,MI,2012,2,228.42,,
traditional,quarterly,State,Michigan,MI,2012,3,232.98,,
traditional,quarterly,State,Michigan,MI,2012,4,236.13,,
traditional,quarterly,State,Michigan,MI,2013,1,238.99,,
traditional,quarterly,State,Michigan,MI,2013,2,244.14,,
traditional,quarterly,State,Michigan,MI,2013,3,250.45,,
traditional,quarterly,State,Michigan,MI,2013,4,252.82,,
traditional,quarterly,State,Michigan,MI,2014,1,255.57,,
traditional,quarterly,State,Michigan,MI,2014,2,263.52,,
traditional,quarterly,State,Michigan,MI,2014,3,269.55,,
traditional,quarterly,State,Michigan,MI,2014,4,271.77,,
traditional,quarterly,State,Michigan,MI,2015,1,272.54,,
traditional,quarterly,State,Michigan,MI,2015,2,279.38,,
traditional,quarterly,State,Michigan,MI,2015,3,286.3,,
traditional,quarterly,State,Michigan,MI,2015,4,286.63,,
traditional,quarterly,State,Minnesota,MN,1975,1,55.13,,
traditional,quarterly,State,Minnesota,MN,1975,2,55.08,,
traditional,quarterly,State,Minnesota,MN,1975,3,57.43,,
traditional,quarterly,State,Minnesota,MN,1975,4,59.72,,
traditional,quarterly,State,Minnesota,MN,1976,1,62.57,,
traditional,quarterly,State,Minnesota,MN,1976,2,62.46,,
traditional,quarterly,State,Minnesota,MN,1976,3,62.94,,
traditional,quarterly,State,Minnesota,MN,1976,4,64.05,,
traditional,quarterly,State,Minnesota,MN,1977,1,66.24,,
traditional,quarterly,State,Minnesota,MN,1977,2,68.31,,
traditional,quarterly,State,Minnesota,MN,1977,3,72.91,,
traditional,quarterly,State,Minnesota,MN,1977,4,74.68,,
traditional,quarterly,State,Minnesota,MN,1978,1,76.64,,
traditional,quarterly,State,Minnesota,MN,1978,2,81.87,,
traditional,quarterly,State,Minnesota,MN,1978,3,85.71,,
traditional,quarterly,State,Minnesota,MN,1978,4,87.8,,
traditional,quarterly,State,Minnesota,MN,1979,1,91.62,,
traditional,quarterly,State,Minnesota,MN,1979,2,94.42,,
traditional,quarterly,State,Minnesota,MN,1979,3,97.06,,
traditional,quarterly,State,Minnesota,MN,1979,4,98.28,,
traditional,quarterly,State,Minnesota,MN,1980,1,100,,
traditional,quarterly,State,Minnesota,MN,1980,2,102,,
traditional,quarterly,State,Minnesota,MN,1980,3,106.49,,
traditional,quarterly,State,Minnesota,MN,1980,4,104.65,,
traditional,quarterly,State,Minnesota,MN,1981,1,100.55,,
traditional,quarterly,State,Minnesota,MN,1981,2,100.74,,
traditional,quarterly,State,Minnesota,MN,1981,3,104.71,,
traditional,quarterly,State,Minnesota,MN,1981,4,106.58,,
traditional,quarterly,State,Minnesota,MN,1982,1,107.89,,
traditional,quarterly,State,Minnesota,MN,1982,2,107.19,,
traditional,quarterly,State,Minnesota,MN,1982,3,106.98,,
traditional,quarterly,State,Minnesota,MN,1982,4,109.34,,
traditional,quarterly,State,Minnesota,MN,1983,1,113.11,,
traditional,quarterly,State,Minnesota,MN,1983,2,113.51,,
traditional,quarterly,State,Minnesota,MN,1983,3,112.68,,
traditional,quarterly,State,Minnesota,MN,1983,4,110.4,,
traditional,quarterly,State,Minnesota,MN,1984,1,113.89,,
traditional,quarterly,State,Minnesota,MN,1984,2,113.62,,
traditional,quarterly,State,Minnesota,MN,1984,3,115.55,,
traditional,quarterly,State,Minnesota,MN,1984,4,115.72,,
traditional,quarterly,State,Minnesota,MN,1985,1,116.96,,
traditional,quarterly,State,Minnesota,MN,1985,2,118.26,,
traditional,quarterly,State,Minnesota,MN,1985,3,116.19,,
traditional,quarterly,State,Minnesota,MN,1985,4,119.92,,
traditional,quarterly,State,Minnesota,MN,1986,1,121.24,,
traditional,quarterly,State,Minnesota,MN,1986,2,120.85,,
traditional,quarterly,State,Minnesota,MN,1986,3,124.14,,
traditional,quarterly,State,Minnesota,MN,1986,4,124,,
traditional,quarterly,State,Minnesota,MN,1987,1,126.7,,
traditional,quarterly,State,Minnesota,MN,1987,2,128.92,,
traditional,quarterly,State,Minnesota,MN,1987,3,130.03,,
traditional,quarterly,State,Minnesota,MN,1987,4,129.11,,
traditional,quarterly,State,Minnesota,MN,1988,1,131.57,,
traditional,quarterly,State,Minnesota,MN,1988,2,133.38,,
traditional,quarterly,State,Minnesota,MN,1988,3,133.28,,
traditional,quarterly,State,Minnesota,MN,1988,4,134.01,,
traditional,quarterly,State,Minnesota,MN,1989,1,134.43,,
traditional,quarterly,State,Minnesota,MN,1989,2,136.39,,
traditional,quarterly,State,Minnesota,MN,1989,3,138.29,,
traditional,quarterly,State,Minnesota,MN,1989,4,139,,
traditional,quarterly,State,Minnesota,MN,1990,1,139.18,,
traditional,quarterly,State,Minnesota,MN,1990,2,139.12,,
traditional,quarterly,State,Minnesota,MN,1990,3,139.89,,
traditional,quarterly,State,Minnesota,MN,1990,4,139.89,,
traditional,quarterly,State,Minnesota,MN,1991,1,141.86,,
traditional,quarterly,State,Minnesota,MN,1991,2,142.99,,
traditional,quarterly,State,Minnesota,MN,1991,3,143.32,,
traditional,quarterly,State,Minnesota,MN,1991,4,145.85,,
traditional,quarterly,State,Minnesota,MN,1992,1,146.54,,
traditional,quarterly,State,Minnesota,MN,1992,2,147.38,,
traditional,quarterly,State,Minnesota,MN,1992,3,149.12,,
traditional,quarterly,State,Minnesota,MN,1992,4,150.07,,
traditional,quarterly,State,Minnesota,MN,1993,1,151.37,,
traditional,quarterly,State,Minnesota,MN,1993,2,152.85,,
traditional,quarterly,State,Minnesota,MN,1993,3,154.77,,
traditional,quarterly,State,Minnesota,MN,1993,4,156.42,,
traditional,quarterly,State,Minnesota,MN,1994,1,157.36,,
traditional,quarterly,State,Minnesota,MN,1994,2,160.19,,
traditional,quarterly,State,Minnesota,MN,1994,3,161.4,,
traditional,quarterly,State,Minnesota,MN,1994,4,162.02,,
traditional,quarterly,State,Minnesota,MN,1995,1,163.52,,
traditional,quarterly,State,Minnesota,MN,1995,2,166.63,,
traditional,quarterly,State,Minnesota,MN,1995,3,169.59,,
traditional,quarterly,State,Minnesota,MN,1995,4,171.81,,
traditional,quarterly,State,Minnesota,MN,1996,1,174.09,,
traditional,quarterly,State,Minnesota,MN,1996,2,175.37,,
traditional,quarterly,State,Minnesota,MN,1996,3,177.03,,
traditional,quarterly,State,Minnesota,MN,1996,4,178.95,,
traditional,quarterly,State,Minnesota,MN,1997,1,181.08,,
traditional,quarterly,State,Minnesota,MN,1997,2,183.04,,
traditional,quarterly,State,Minnesota,MN,1997,3,186.47,,
traditional,quarterly,State,Minnesota,MN,1997,4,189.18,,
traditional,quarterly,State,Minnesota,MN,1998,1,192.35,,
traditional,quarterly,State,Minnesota,MN,1998,2,193.71,,
traditional,quarterly,State,Minnesota,MN,1998,3,197.7,,
traditional,quarterly,State,Minnesota,MN,1998,4,200.02,,
traditional,quarterly,State,Minnesota,MN,1999,1,203.29,,
traditional,quarterly,State,Minnesota,MN,1999,2,209.42,,
traditional,quarterly,State,Minnesota,MN,1999,3,215.93,,
traditional,quarterly,State,Minnesota,MN,1999,4,218.84,,
traditional,quarterly,State,Minnesota,MN,2000,1,225.03,,
traditional,quarterly,State,Minnesota,MN,2000,2,231.69,,
traditional,quarterly,State,Minnesota,MN,2000,3,237.41,,
traditional,quarterly,State,Minnesota,MN,2000,4,242.08,,
traditional,quarterly,State,Minnesota,MN,2001,1,248.46,,
traditional,quarterly,State,Minnesota,MN,2001,2,255.12,,
traditional,quarterly,State,Minnesota,MN,2001,3,262.85,,
traditional,quarterly,State,Minnesota,MN,2001,4,266.36,,
traditional,quarterly,State,Minnesota,MN,2002,1,271.93,,
traditional,quarterly,State,Minnesota,MN,2002,2,279.15,,
traditional,quarterly,State,Minnesota,MN,2002,3,285.21,,
traditional,quarterly,State,Minnesota,MN,2002,4,289.64,,
traditional,quarterly,State,Minnesota,MN,2003,1,293.59,,
traditional,quarterly,State,Minnesota,MN,2003,2,297,,
traditional,quarterly,State,Minnesota,MN,2003,3,303.87,,
traditional,quarterly,State,Minnesota,MN,2003,4,314.8,,
traditional,quarterly,State,Minnesota,MN,2004,1,318.53,,
traditional,quarterly,State,Minnesota,MN,2004,2,324.81,,
traditional,quarterly,State,Minnesota,MN,2004,3,335.78,,
traditional,quarterly,State,Minnesota,MN,2004,4,340.79,,
traditional,quarterly,State,Minnesota,MN,2005,1,347.24,,
traditional,quarterly,State,Minnesota,MN,2005,2,354.38,,
traditional,quarterly,State,Minnesota,MN,2005,3,360.85,,
traditional,quarterly,State,Minnesota,MN,2005,4,364.96,,
traditional,quarterly,State,Minnesota,MN,2006,1,366.81,,
traditional,quarterly,State,Minnesota,MN,2006,2,364.93,,
traditional,quarterly,State,Minnesota,MN,2006,3,365.23,,
traditional,quarterly,State,Minnesota,MN,2006,4,369.22,,
traditional,quarterly,State,Minnesota,MN,2007,1,371.22,,
traditional,quarterly,State,Minnesota,MN,2007,2,367.13,,
traditional,quarterly,State,Minnesota,MN,2007,3,359.35,,
traditional,quarterly,State,Minnesota,MN,2007,4,358.42,,
traditional,quarterly,State,Minnesota,MN,2008,1,360.01,,
traditional,quarterly,State,Minnesota,MN,2008,2,349.06,,
traditional,quarterly,State,Minnesota,MN,2008,3,338.79,,
traditional,quarterly,State,Minnesota,MN,2008,4,337.65,,
traditional,quarterly,State,Minnesota,MN,2009,1,343.54,,
traditional,quarterly,State,Minnesota,MN,2009,2,333.58,,
traditional,quarterly,State,Minnesota,MN,2009,3,319.91,,
traditional,quarterly,State,Minnesota,MN,2009,4,315.58,,
traditional,quarterly,State,Minnesota,MN,2010,1,310.74,,
traditional,quarterly,State,Minnesota,MN,2010,2,308.04,,
traditional,quarterly,State,Minnesota,MN,2010,3,315,,
traditional,quarterly,State,Minnesota,MN,2010,4,310.92,,
traditional,quarterly,State,Minnesota,MN,2011,1,298.07,,
traditional,quarterly,State,Minnesota,MN,2011,2,291.64,,
traditional,quarterly,State,Minnesota,MN,2011,3,295.44,,
traditional,quarterly,State,Minnesota,MN,2011,4,298.3,,
traditional,quarterly,State,Minnesota,MN,2012,1,292.75,,
traditional,quarterly,State,Minnesota,MN,2012,2,291.15,,
traditional,quarterly,State,Minnesota,MN,2012,3,295.79,,
traditional,quarterly,State,Minnesota,MN,2012,4,298.94,,
traditional,quarterly,State,Minnesota,MN,2013,1,300.41,,
traditional,quarterly,State,Minnesota,MN,2013,2,306.44,,
traditional,quarterly,State,Minnesota,MN,2013,3,313.17,,
traditional,quarterly,State,Minnesota,MN,2013,4,313.92,,
traditional,quarterly,State,Minnesota,MN,2014,1,315.76,,
traditional,quarterly,State,Minnesota,MN,2014,2,324.46,,
traditional,quarterly,State,Minnesota,MN,2014,3,327.86,,
traditional,quarterly,State,Minnesota,MN,2014,4,328.73,,
traditional,quarterly,State,Minnesota,MN,2015,1,329.2,,
traditional,quarterly,State,Minnesota,MN,2015,2,337.04,,
traditional,quarterly,State,Minnesota,MN,2015,3,343.33,,
traditional,quarterly,State,Minnesota,MN,2015,4,344.36,,
traditional,quarterly,State,Missouri,MO,1975,1,65.52,,
traditional,quarterly,State,Missouri,MO,1975,2,73.1,,
traditional,quarterly,State,Missouri,MO,1975,3,65.07,,
traditional,quarterly,State,Missouri,MO,1975,4,64.99,,
traditional,quarterly,State,Missouri,MO,1976,1,66.89,,
traditional,quarterly,State,Missouri,MO,1976,2,77.09,,
traditional,quarterly,State,Missouri,MO,1976,3,69.72,,
traditional,quarterly,State,Missouri,MO,1976,4,69.01,,
traditional,quarterly,State,Missouri,MO,1977,1,70.69,,
traditional,quarterly,State,Missouri,MO,1977,2,80.94,,
traditional,quarterly,State,Missouri,MO,1977,3,77.52,,
traditional,quarterly,State,Missouri,MO,1977,4,79.78,,
traditional,quarterly,State,Missouri,MO,1978,1,83.05,,
traditional,quarterly,State,Missouri,MO,1978,2,92.58,,
traditional,quarterly,State,Missouri,MO,1978,3,90.01,,
traditional,quarterly,State,Missouri,MO,1978,4,90.89,,
traditional,quarterly,State,Missouri,MO,1979,1,95.31,,
traditional,quarterly,State,Missouri,MO,1979,2,102.6,,
traditional,quarterly,State,Missouri,MO,1979,3,98.63,,
traditional,quarterly,State,Missouri,MO,1979,4,100.5,,
traditional,quarterly,State,Missouri,MO,1980,1,100,,
traditional,quarterly,State,Missouri,MO,1980,2,110.36,,
traditional,quarterly,State,Missouri,MO,1980,3,105.06,,
traditional,quarterly,State,Missouri,MO,1980,4,105.36,,
traditional,quarterly,State,Missouri,MO,1981,1,103.54,,
traditional,quarterly,State,Missouri,MO,1981,2,103.62,,
traditional,quarterly,State,Missouri,MO,1981,3,103.15,,
traditional,quarterly,State,Missouri,MO,1981,4,101.97,,
traditional,quarterly,State,Missouri,MO,1982,1,103.11,,
traditional,quarterly,State,Missouri,MO,1982,2,101.68,,
traditional,quarterly,State,Missouri,MO,1982,3,103.57,,
traditional,quarterly,State,Missouri,MO,1982,4,104.11,,
traditional,quarterly,State,Missouri,MO,1983,1,105.33,,
traditional,quarterly,State,Missouri,MO,1983,2,108.11,,
traditional,quarterly,State,Missouri,MO,1983,3,111.64,,
traditional,quarterly,State,Missouri,MO,1983,4,112.74,,
traditional,quarterly,State,Missouri,MO,1984,1,113.3,,
traditional,quarterly,State,Missouri,MO,1984,2,115.15,,
traditional,quarterly,State,Missouri,MO,1984,3,118.81,,
traditional,quarterly,State,Missouri,MO,1984,4,118.88,,
traditional,quarterly,State,Missouri,MO,1985,1,120.09,,
traditional,quarterly,State,Missouri,MO,1985,2,123.5,,
traditional,quarterly,State,Missouri,MO,1985,3,125.33,,
traditional,quarterly,State,Missouri,MO,1985,4,126.43,,
traditional,quarterly,State,Missouri,MO,1986,1,127.34,,
traditional,quarterly,State,Missouri,MO,1986,2,129.27,,
traditional,quarterly,State,Missouri,MO,1986,3,131.71,,
traditional,quarterly,State,Missouri,MO,1986,4,133.89,,
traditional,quarterly,State,Missouri,MO,1987,1,135.74,,
traditional,quarterly,State,Missouri,MO,1987,2,138.64,,
traditional,quarterly,State,Missouri,MO,1987,3,140.02,,
traditional,quarterly,State,Missouri,MO,1987,4,140.65,,
traditional,quarterly,State,Missouri,MO,1988,1,140.62,,
traditional,quarterly,State,Missouri,MO,1988,2,142.57,,
traditional,quarterly,State,Missouri,MO,1988,3,143.74,,
traditional,quarterly,State,Missouri,MO,1988,4,143.63,,
traditional,quarterly,State,Missouri,MO,1989,1,143.56,,
traditional,quarterly,State,Missouri,MO,1989,2,145.02,,
traditional,quarterly,State,Missouri,MO,1989,3,145.83,,
traditional,quarterly,State,Missouri,MO,1989,4,146.42,,
traditional,quarterly,State,Missouri,MO,1990,1,146.63,,
traditional,quarterly,State,Missouri,MO,1990,2,146.46,,
traditional,quarterly,State,Missouri,MO,1990,3,146.7,,
traditional,quarterly,State,Missouri,MO,1990,4,145.46,,
traditional,quarterly,State,Missouri,MO,1991,1,147.16,,
traditional,quarterly,State,Missouri,MO,1991,2,147.92,,
traditional,quarterly,State,Missouri,MO,1991,3,148.36,,
traditional,quarterly,State,Missouri,MO,1991,4,149.97,,
traditional,quarterly,State,Missouri,MO,1992,1,150.73,,
traditional,quarterly,State,Missouri,MO,1992,2,151.1,,
traditional,quarterly,State,Missouri,MO,1992,3,152.17,,
traditional,quarterly,State,Missouri,MO,1992,4,153.05,,
traditional,quarterly,State,Missouri,MO,1993,1,153.12,,
traditional,quarterly,State,Missouri,MO,1993,2,154.14,,
traditional,quarterly,State,Missouri,MO,1993,3,155.22,,
traditional,quarterly,State,Missouri,MO,1993,4,156.54,,
traditional,quarterly,State,Missouri,MO,1994,1,158.16,,
traditional,quarterly,State,Missouri,MO,1994,2,161.23,,
traditional,quarterly,State,Missouri,MO,1994,3,163.72,,
traditional,quarterly,State,Missouri,MO,1994,4,164.1,,
traditional,quarterly,State,Missouri,MO,1995,1,166.25,,
traditional,quarterly,State,Missouri,MO,1995,2,168.19,,
traditional,quarterly,State,Missouri,MO,1995,3,170.43,,
traditional,quarterly,State,Missouri,MO,1995,4,171.9,,
traditional,quarterly,State,Missouri,MO,1996,1,173.54,,
traditional,quarterly,State,Missouri,MO,1996,2,175.87,,
traditional,quarterly,State,Missouri,MO,1996,3,177.2,,
traditional,quarterly,State,Missouri,MO,1996,4,179.32,,
traditional,quarterly,State,Missouri,MO,1997,1,180.89,,
traditional,quarterly,State,Missouri,MO,1997,2,182.55,,
traditional,quarterly,State,Missouri,MO,1997,3,184.86,,
traditional,quarterly,State,Missouri,MO,1997,4,186.61,,
traditional,quarterly,State,Missouri,MO,1998,1,188.3,,
traditional,quarterly,State,Missouri,MO,1998,2,190.12,,
traditional,quarterly,State,Missouri,MO,1998,3,192.32,,
traditional,quarterly,State,Missouri,MO,1998,4,194.01,,
traditional,quarterly,State,Missouri,MO,1999,1,196.57,,
traditional,quarterly,State,Missouri,MO,1999,2,199.56,,
traditional,quarterly,State,Missouri,MO,1999,3,201.83,,
traditional,quarterly,State,Missouri,MO,1999,4,203.81,,
traditional,quarterly,State,Missouri,MO,2000,1,207.77,,
traditional,quarterly,State,Missouri,MO,2000,2,210.29,,
traditional,quarterly,State,Missouri,MO,2000,3,213.67,,
traditional,quarterly,State,Missouri,MO,2000,4,216.27,,
traditional,quarterly,State,Missouri,MO,2001,1,219.94,,
traditional,quarterly,State,Missouri,MO,2001,2,223.21,,
traditional,quarterly,State,Missouri,MO,2001,3,226.53,,
traditional,quarterly,State,Missouri,MO,2001,4,228.79,,
traditional,quarterly,State,Missouri,MO,2002,1,232.51,,
traditional,quarterly,State,Missouri,MO,2002,2,235.55,,
traditional,quarterly,State,Missouri,MO,2002,3,238.44,,
traditional,quarterly,State,Missouri,MO,2002,4,241.39,,
traditional,quarterly,State,Missouri,MO,2003,1,243.5,,
traditional,quarterly,State,Missouri,MO,2003,2,245.21,,
traditional,quarterly,State,Missouri,MO,2003,3,248.19,,
traditional,quarterly,State,Missouri,MO,2003,4,253.84,,
traditional,quarterly,State,Missouri,MO,2004,1,256.88,,
traditional,quarterly,State,Missouri,MO,2004,2,260.18,,
traditional,quarterly,State,Missouri,MO,2004,3,266.22,,
traditional,quarterly,State,Missouri,MO,2004,4,269.89,,
traditional,quarterly,State,Missouri,MO,2005,1,274.4,,
traditional,quarterly,State,Missouri,MO,2005,2,278.4,,
traditional,quarterly,State,Missouri,MO,2005,3,283.39,,
traditional,quarterly,State,Missouri,MO,2005,4,286.5,,
traditional,quarterly,State,Missouri,MO,2006,1,289.33,,
traditional,quarterly,State,Missouri,MO,2006,2,289.79,,
traditional,quarterly,State,Missouri,MO,2006,3,292.49,,
traditional,quarterly,State,Missouri,MO,2006,4,295.9,,
traditional,quarterly,State,Missouri,MO,2007,1,297.41,,
traditional,quarterly,State,Missouri,MO,2007,2,297.79,,
traditional,quarterly,State,Missouri,MO,2007,3,296.19,,
traditional,quarterly,State,Missouri,MO,2007,4,297.48,,
traditional,quarterly,State,Missouri,MO,2008,1,297.93,,
traditional,quarterly,State,Missouri,MO,2008,2,293.99,,
traditional,quarterly,State,Missouri,MO,2008,3,289.09,,
traditional,quarterly,State,Missouri,MO,2008,4,289.83,,
traditional,quarterly,State,Missouri,MO,2009,1,292.2,,
traditional,quarterly,State,Missouri,MO,2009,2,287.5,,
traditional,quarterly,State,Missouri,MO,2009,3,280.81,,
traditional,quarterly,State,Missouri,MO,2009,4,279.55,,
traditional,quarterly,State,Missouri,MO,2010,1,277.31,,
traditional,quarterly,State,Missouri,MO,2010,2,275.51,,
traditional,quarterly,State,Missouri,MO,2010,3,278.48,,
traditional,quarterly,State,Missouri,MO,2010,4,276.74,,
traditional,quarterly,State,Missouri,MO,2011,1,269.79,,
traditional,quarterly,State,Missouri,MO,2011,2,265.86,,
traditional,quarterly,State,Missouri,MO,2011,3,269.54,,
traditional,quarterly,State,Missouri,MO,2011,4,270.94,,
traditional,quarterly,State,Missouri,MO,2012,1,268.44,,
traditional,quarterly,State,Missouri,MO,2012,2,266.32,,
traditional,quarterly,State,Missouri,MO,2012,3,269,,
traditional,quarterly,State,Missouri,MO,2012,4,269.61,,
traditional,quarterly,State,Missouri,MO,2013,1,268.28,,
traditional,quarterly,State,Missouri,MO,2013,2,269.43,,
traditional,quarterly,State,Missouri,MO,2013,3,270.06,,
traditional,quarterly,State,Missouri,MO,2013,4,269.79,,
traditional,quarterly,State,Missouri,MO,2014,1,270.6,,
traditional,quarterly,State,Missouri,MO,2014,2,275.02,,
traditional,quarterly,State,Missouri,MO,2014,3,278.54,,
traditional,quarterly,State,Missouri,MO,2014,4,280.24,,
traditional,quarterly,State,Missouri,MO,2015,1,282.48,,
traditional,quarterly,State,Missouri,MO,2015,2,285.56,,
traditional,quarterly,State,Missouri,MO,2015,3,289.81,,
traditional,quarterly,State,Missouri,MO,2015,4,292.23,,
traditional,quarterly,State,Mississippi,MS,1975,1,74.26,,
traditional,quarterly,State,Mississippi,MS,1975,2,70.68,,
traditional,quarterly,State,Mississippi,MS,1975,3,72.05,,
traditional,quarterly,State,Mississippi,MS,1975,4,71.75,,
traditional,quarterly,State,Mississippi,MS,1976,1,72.72,,
traditional,quarterly,State,Mississippi,MS,1976,2,75.57,,
traditional,quarterly,State,Mississippi,MS,1976,3,71.42,,
traditional,quarterly,State,Mississippi,MS,1976,4,80.72,,
traditional,quarterly,State,Mississippi,MS,1977,1,75.04,,
traditional,quarterly,State,Mississippi,MS,1977,2,78.06,,
traditional,quarterly,State,Mississippi,MS,1977,3,77.88,,
traditional,quarterly,State,Mississippi,MS,1977,4,84.12,,
traditional,quarterly,State,Mississippi,MS,1978,1,85.17,,
traditional,quarterly,State,Mississippi,MS,1978,2,86.24,,
traditional,quarterly,State,Mississippi,MS,1978,3,92.98,,
traditional,quarterly,State,Mississippi,MS,1978,4,91.92,,
traditional,quarterly,State,Mississippi,MS,1979,1,97.73,,
traditional,quarterly,State,Mississippi,MS,1979,2,100.44,,
traditional,quarterly,State,Mississippi,MS,1979,3,106.28,,
traditional,quarterly,State,Mississippi,MS,1979,4,93.46,,
traditional,quarterly,State,Mississippi,MS,1980,1,100,,
traditional,quarterly,State,Mississippi,MS,1980,2,98.87,,
traditional,quarterly,State,Mississippi,MS,1980,3,104.6,,
traditional,quarterly,State,Mississippi,MS,1980,4,102.95,,
traditional,quarterly,State,Mississippi,MS,1981,1,95.37,,
traditional,quarterly,State,Mississippi,MS,1981,2,115.75,,
traditional,quarterly,State,Mississippi,MS,1981,3,107.69,,
traditional,quarterly,State,Mississippi,MS,1981,4,93.34,,
traditional,quarterly,State,Mississippi,MS,1982,1,102.88,,
traditional,quarterly,State,Mississippi,MS,1982,2,105.43,,
traditional,quarterly,State,Mississippi,MS,1982,3,109.57,,
traditional,quarterly,State,Mississippi,MS,1982,4,108.16,,
traditional,quarterly,State,Mississippi,MS,1983,1,112.47,,
traditional,quarterly,State,Mississippi,MS,1983,2,112.9,,
traditional,quarterly,State,Mississippi,MS,1983,3,110.71,,
traditional,quarterly,State,Mississippi,MS,1983,4,114.89,,
traditional,quarterly,State,Mississippi,MS,1984,1,119.14,,
traditional,quarterly,State,Mississippi,MS,1984,2,114.42,,
traditional,quarterly,State,Mississippi,MS,1984,3,112.7,,
traditional,quarterly,State,Mississippi,MS,1984,4,114.02,,
traditional,quarterly,State,Mississippi,MS,1985,1,120.16,,
traditional,quarterly,State,Mississippi,MS,1985,2,121.84,,
traditional,quarterly,State,Mississippi,MS,1985,3,122.53,,
traditional,quarterly,State,Mississippi,MS,1985,4,122.61,,
